Root,Word,Guideword,Level,Part of Speech,Topic
-,flood,WATER,B1,noun,natural world
-,floor,AREA,B1,noun,-
-,flour,-,B1,noun,food and drink
-,flow,-,B1,verb,-
-,flu,-,B1,noun,body and health
-,flute,-,B1,noun,arts and media
-,fly,-,B1,noun,animals
-,fold,-,B1,verb,people: actions
-,folk,-,B1,noun,arts and media
-,folder,ON COMPUTER,B1,noun,technology
-,"folk art/dancing, etc.",-,B1,phrase,arts and media
-,follow,OBEY,B1,verb,people: actions
-,follow,HAPPEN AFTER,B1,verb,-
-,follow,UNDERSTAND,B1,verb,-
-,"the following day/morning, etc.",-,B1,phrase,-
-,be fond of sb/sth,-,B1,phrase,people: personality
-,fool,PERSON,B1,noun,people: personality
-,foot,MEASUREMENT,B1,noun,describing things
-,for,HELP,B1,preposition,-
-,for,REPRESENTING,B1,preposition,work
-,for ever,-,B1,phrase,-
-,for fun or for the fun of it,-,B1,phrase,people: personality
-,for instance,-,B1,phrase,communication
-,for sure,-,B1,phrase,-
-,forbidden,-,B1,adjective,-
-,forecast,-,B1,noun,natural world
-,forehead,-,B1,noun,body and health
-,foreigner,-,B1,noun,-
-,forever,IN FUTURE,B1,adverb,-
-,forget,NOT DO,B1,verb,-
-,forget,NOT REMEMBER,B1,verb,-
-,forget,STOP THINKING,B1,verb,-
-,forgive,NOT BE ANGRY,B1,verb,communication
-,form,GRAMMAR,B1,noun,communication
-,form,SCHOOL GROUP,B1,noun,education
-,form,COMBINE,B1,verb,people: actions
-,former,-,B1,adjective,-
-,fortnight,-,B1,noun,-
-,fortunately,-,B1,adverb,communication
-,forward,DIRECTION,B1,adverb,-
-,fountain,-,B1,noun,-
-,frame,BORDER,B1,noun,buildings
-,freeze,ICE,B1,verb,natural world
-,freeze,FOOD,B1,verb,food and drink
-,freezer,-,B1,noun,food and drink
-,freezing,-,B1,adjective,natural world
-,frequent,-,B1,adjective,-
-,frequently,-,B1,adverb,-
-,fresh,DIFFERENT,B1,adjective,-
-,fresh,CLEAN/COOL,B1,adjective,-
-,fresh air,-,B1,phrase,natural world
-,make friends (with sb),-,B1,phrase,relationships
-,be friends (with sb),-,B1,phrase,relationships
-,be friendly with sb,-,B1,phrase,-
-,friendship,-,B1,noun,relationships
-,frightening,-,B1,adjective,people: personality
-,frightened,-,B1,adjective,people: personality
-,frog,-,B1,noun,animals
-,from,COMPARING,B1,preposition,-
-,in front,-,B1,phrase,describing things
-,front,-,B1,adjective,describing things
-,frozen,FOOD,B1,adjective,food and drink
-,frozen,PERSON,B1,adjective,body and health
-,frozen,WATER,B1,adjective,natural world
-,fry,-,B1,verb,food and drink
-,fuel,-,B1,noun,-
-,frying pan,-,B1,noun,food and drink
-,in full,-,B1,phrase,-
-,full,GREATEST POSSIBLE,B1,adjective,-
-,full stop,-,B1,noun,communication
-,fully,-,B1,adverb,communication
-,full-time,-,B1,adjective,work
-,for fun or for the fun of it,-,B1,phrase,people: personality
-,funny,STRANGE,B1,adjective,-
-,fur,-,B1,noun,animals
-,further,DISTANCE,B1,adverb,-
-,furthest,-,B1,adverb,-
-,in future,-,B1,phrase,-
-,the future,-,B1,phrase,-
-,future,SUCCESS,B1,noun,-
-,future,-,B1,adjective,-
-,gain,GET,B1,verb,-
-,gain,INCREASE,B1,verb,-
-,gallery,-,B1,noun,arts and media
-,gap,SPACE,B1,noun,-
-,garage,BUSINESS,B1,noun,travel
-,gate,AIRPORT,B1,noun,travel
-,gay,-,B1,adjective,relationships
-,general,NOT DETAILED,B1,adjective,-
-,in general,-,B1,phrase,communication
-,generally,USUALLY,B1,adverb,communication
-,generation,PEOPLE,B1,noun,"people: personality, relationships"
-,generous,WILLING TO GIVE,B1,adjective,people: personality
-,gentle,KIND,B1,adjective,people: personality
-,gentle,NOT STRONG,B1,adjective,describing things
-,"get cancer/flu, etc.",-,B1,phrase,body and health
-,"get cold/ill/late, etc.",-,B1,phrase,-
-,get worse,-,B1,phrase,-
-,"get caught/killed/told off, etc.",-,B1,phrase,-
-,get sth wrong,-,B1,phrase,-
-,"get sth painted/repaired, etc.",-,B1,phrase,people: actions
-,get in touch,-,B1,phrase,communication
-,"get down/into/off, etc.",-,B1,phrase,people: actions
-,get,TELEPHONE/DOOR,B1,verb,communication
-,get to know sb/sth ,-,B1,phrase,relationships
-,get rid of sth,-,B1,phrase,people: actions
-,get back sth or get sth back,-,B1,phrasal verb,people: actions
-,get in,ENTER,B1,phrasal verb,people: actions
-,get in,ARRIVE,B1,phrasal verb,travel
-,get on,MANAGE,B1,phrasal verb,people: actions
-,get on,RELATIONSHIP,B1,phrasal verb,relationships
-,get out,LEAVE,B1,phrasal verb,travel
-,get together ,-,B1,phrasal verb,relationships
-,ghost,-,B1,noun,-
-,giant,-,B1,adjective,describing things
-,giraffe,-,B1,noun,animals
-,the girls,-,B1,phrase,-
-,girlfriend,FRIEND,B1,noun,relationships
-,give,ALLOW,B1,verb,-
-,give,CAUSE,B1,verb,-
-,give,ALLOW TIME,B1,verb,-
-,give,PAY MONEY,B1,verb,"money, shopping"
-,give,DO,B1,verb,people: actions
-,give away sth or give sth away,FREE,B1,phrasal verb,"people: actions, shopping"
-,give in sth or give sth in,-,B1,phrasal verb,people: actions
-,give in,AGREE,B1,phrasal verb,communication
-,give out sth or give sth out,-,B1,phrasal verb,people: actions
-,give up sth or give sth up,-,B1,phrasal verb,-
-,give up (sth) or give (sth) up,-,B1,phrasal verb,people: actions
-,"glance at/around/towards, etc.",-,B1,phrase,people: actions
-,"go badly/well, etc.",-,B1,phrase,-
-,go wrong,-,B1,phrase,-
-,go,DISAPPEAR,B1,verb,-
-,go,MATCH,B1,verb,-
-,"go bald/blind/grey, etc.",-,B1,phrase,-
-,go,LEAD,B1,verb,travel
-,go away,LEAVE,B1,phrasal verb,people: actions
-,go away,HOLIDAY,B1,phrasal verb,travel
-,go back,-,B1,phrasal verb,travel
-,go down,BECOME LESS,B1,phrasal verb,-
-,go down,SUN,B1,phrasal verb,natural world
-,go for sth,CHOOSE,B1,phrasal verb,-
-,go off,LEAVE,B1,phrasal verb,people: actions
-,go off,STOP WORKING,B1,phrasal verb,-
-,go on,CONTINUE,B1,phrasal verb,-
-,go on,HAPPEN,B1,phrasal verb,-
-,go out,RELATIONSHIP,B1,phrasal verb,relationships
-,go out,LIGHT/FIRE,B1,phrasal verb,-
-,go up,INCREASE,B1,phrasal verb,-
-,go,OPPORTUNITY,B1,noun,shopping
-,goal,AIM,B1,noun,-
-,goalkeeper,-,B1,noun,shopping
-,goat,-,B1,noun,animals
-,Oh my God!,-,B1,phrase,communication
-,thank God,-,B1,phrase,communication
-,good,MORALLY RIGHT,B1,adjective,people: personality
-,goods,-,B1,noun,shopping
-,gorgeous,-,B1,adjective,-
-,government,GROUP,B1,noun,politics
-,grab,TAKE WITH HAND,B1,verb,people: actions
-,grade,-,B1,noun,education
-,grant,-,B1,noun,money
-,graphics,-,B1,noun,arts and media
-,grateful,-,B1,adjective,people: personality
-,great,EXTREME,B1,adjective,communication
-,green,GRASS,B1,adjective,natural world
-,greet,WELCOME,B1,verb,communication
-,greeting,-,B1,noun,communication
-,grill,IN KITCHEN,B1,noun,food and drink
-,grill,-,B1,verb,food and drink
-,groom,-,B1,noun,relationships
-,the ground,-,B1,phrase,natural world
-,ground,AREA OF LAND,B1,noun,-
-,the ground floor,-,B1,noun,buildings
-,grow,INCREASE,B1,verb,-
-,grow,HAIR,B1,verb,people: appearance
-,guard,PERSON WHO PROTECTS,B1,noun,work
-,I guess,-,B1,phrase,communication
-,guess,-,B1,noun,communication
-,guide,BOOK,B1,noun,-
-,guide,-,B1,verb,"people: actions, travel"
-,guilty,FEELING,B1,adjective,people: personality
-,guitarist,-,B1,noun,"arts and media, work"
-,gun,-,B1,noun,-
-,guys,-,B1,phrase,-
-,gym,EXERCISES,B1,noun,education
-,gym,BUILDING,B1,noun,buildings
-,habit,REGULAR ACTIVITY,B1,noun,people: actions
-,gymnastics,-,B1,noun,shopping
-,haircut,-,B1,noun,people: appearance
-,hairdryer,-,B1,noun,-
-,hairdresser,-,B1,noun,"people: appearance, work"
-,"break/cut, etc. sth in half",-,B1,phrase,people: actions
-,half,-,B1,adverb,-
-,a hand,-,B1,phrase,-
-,by hand,-,B1,phrase,people: actions
-,hand,GIVE,B1,verb,people: actions
-,hand in sth or hand sth in,-,B1,phrasal verb,"education, people: actions"
-,hand out sth or hand sth out,-,B1,phrasal verb,people: actions
-,handball,-,B1,noun,-
-,hand-held,-,B1,adjective,technology
-,handkerchief,-,B1,noun,-
-,handle,DEAL WITH,B1,verb,people: actions
-,handsome,ATTRACTIVE,B1,adjective,people: appearance
-,handwriting,-,B1,noun,communication
-,hang,FASTEN,B1,verb,people: actions
-,hang about/around (swh),-,B1,phrasal verb,people: actions
-,hang on,WAIT,B1,phrasal verb,people: actions
-,hang out,-,B1,phrasal verb,people: actions
-,hang up,-,B1,phrasal verb,"communication, people: actions"
-,hang up sth or hang sth up,-,B1,phrasal verb,people: actions
-,happily,HAPPY,B1,adverb,people: personality
-,happiness,-,B1,noun,people: personality
-,harbour,-,B1,noun,travel
-,hard,USING EFFORT,B1,adjective,-
-,hard,WITH FORCE,B1,adverb,-
-,hardly,ALMOST NOT,B1,adverb,communication
-,hardware,-,B1,noun,technology
-,"have sth cleaned/cut/repaired, etc.",-,B1,phrase,-
-,"have sth stolen/taken, etc.",-,B1,phrase,-
-,have,HOLD,B1,verb,-
-,have,CAUSE,B1,verb,-
-,have no idea,-,B1,phrase,-
-,have (got) on sth or have (got) sth on,-,B1,phrasal verb,clothes
-,head,ORGANIZATION/DEPARTMENT,B1,noun,work
-,head,MIND,B1,noun,people: personality
-,headline,IN NEWSPAPER,B1,noun,arts and media
-,hear from sb ,-,B1,phrasal verb,communication
-,hear,BE TOLD,B1,verb,communication
-,heart,EMOTIONS,B1,noun,people: personality
-,the heart of sth,-,B1,phrase,-
-,heart attack,-,B1,noun,body and health
-,heat,-,B1,noun,natural world
-,heater,-,B1,noun,buildings
-,heavily,-,B1,adverb,communication
-,heavy,A LOT,B1,adjective,describing things
-,heel,SHOE PART,B1,noun,clothes
-,height,HOW TALL,B1,noun,"describing things, people: appearance"
-,height,HOW FAR UP,B1,noun,describing things
-,can't/couldn't help doing sth,-,B1,phrase,-
-,help yourself (to sth),-,B1,phrase,people: actions
-,with the help of  sth,-,B1,phrase,-
-,helpful,-,B1,adjective,people: personality
-,herb,-,B1,noun,"food and drink, natural world"
-,hero,BRAVE PERSON,B1,noun,people: personality
-,hero,BOOK/FILM,B1,noun,arts and media
-,hidden,NOT EASY TO FIND,B1,adjective,-
-,hide,PERSON,B1,verb,people: actions
-,hide,THING,B1,verb,people: actions
-,hide,FEELING/INFORMATION,B1,verb,-
-,high,ABOVE GROUND,B1,adjective,describing things
-,high,AMOUNT/LEVEL,B1,adjective,describing things
-,high,VERY GOOD,B1,adjective,describing things
-,high,DISTANCE,B1,adverb,describing things
-,hire,RENT,B1,verb,"money, people: actions"
-,historic,-,B1,adjective,-
-,historical,-,B1,adjective,-
-,hit,TOUCH,B1,verb,people: actions
-,hit,SUCCESS,B1,noun,-
-,hitchhike,-,B1,verb,"people: actions, travel"
-,hold,KEEP IN POSITION,B1,verb,people: actions
-,hold,ORGANIZE,B1,verb,people: actions
-,hold,CONTAIN,B1,verb,-
-,hold on,WAIT,B1,phrasal verb,-
-,hold up sb/sth or hold sb/sth up,-,B1,phrasal verb,-
-,hole,-,B1,noun,-
-,feel at home,-,B1,phrase,-
-,home,AT/IN PLACE,B1,adverb,-
-,honest,TRUTH,B1,adjective,people: personality
-,honest,NOT CHEAT,B1,adjective,people: personality
-,to be honest,-,B1,phrase,communication
-,honestly,EMPHASIZE,B1,adverb,communication
-,honeymoon,-,B1,noun,"relationships, travel"
-,hope,-,B1,noun,people: personality
-,hope to do sth,-,B1,phrase,-
-,hopeful,FEELING POSITIVE,B1,adjective,people: personality
-,hopefully,WHAT YOU WANT,B1,adverb,communication
-,hopeless,NO HOPE,B1,adjective,people: personality
-,a horror film/movie/story,-,B1,phrase,arts and media
-,hostel,-,B1,noun,"buildings, travel"
-,hot,SPICY,B1,adjective,food and drink
-,hours,-,B1,phrase,-
-,housework,-,B1,noun,people: actions
-,how,EXPERIENCE,B1,adverb,communication
-,how,EMPHASIZE,B1,adverb,communication
-,How about ...?,-,B1,phrase,communication
-,hug,-,B1,verb,people: actions
-,hug,-,B1,noun,people: actions
-,huge,-,B1,adjective,describing things
-,human,PEOPLE,B1,adjective,body and health
-,human,-,B1,noun,body and health
-,humid,-,B1,adjective,natural world
-,a sense of humour,-,B1,phrase,people: personality
-,hunger,NEED FOR FOOD,B1,noun,food and drink
-,hunt,CHASE,B1,verb,"people: actions, shopping"
-,hurry up,-,B1,phrasal verb,people: actions
-,hurry,-,B1,noun,-
-,hurt,EMOTION,B1,verb,people: personality
-,hurt,IN PAIN,B1,adjective,body and health
-,hurt,UNHAPPY,B1,adjective,people: personality
-,hut,-,B1,noun,buildings
-,ice hockey,-,B1,noun,shopping
-,ice skating,-,B1,noun,shopping
-,icy,WITH ICE,B1,adjective,natural world
-,icy,COLD,B1,adjective,natural world
-,idea,OPINION,B1,noun,people: personality
-,have no idea,-,B1,phrase,-
-,identity card,-,B1,noun,communication
-,if,ALWAYS,B1,conjunction,-
-,if,MIGHT,B1,conjunction,-
-,if I were you,-,B1,phrase,communication
-,if,WHETHER,B1,conjunction,-
-,if only,-,B1,phrase,communication
-,illness,DISEASE,B1,noun,body and health
-,imagination,PART OF MIND,B1,noun,people: personality
-,imagination,ABILITY,B1,noun,people: personality
-,imagine,FORM PICTURE,B1,verb,people: actions
-,imagine,UNDERSTAND,B1,verb,-
-,imagine,NOT REAL,B1,verb,-
-,immigration,PLACE,B1,noun,travel
-,importance,-,B1,noun,-
-,important,POWERFUL,B1,adjective,-
-,impossible,CANNOT HAPPEN,B1,adjective,-
-,improvement,BETTER,B1,noun,-
-,improvement,CHANGE,B1,noun,-
-,in,WEARING,B1,preposition,clothes
-,in advance,-,B1,phrase,-
-,in time,-,B1,phrase,-
-,in fact,-,B1,phrase,communication
-,in front,-,B1,phrase,describing things
-,in love,-,B1,phrase,"people: personality, relationships"
-,in,EXPERIENCE,B1,preposition,people: personality
