Root,Serial,Level,part_of_speech,Addition,Explaination,ExplainationE,ExplainationC
005316,01-005316-01-1,A1,adjective,-,,-,-
005318,01-005318-01-1,A1,adjective,-,,-,-
005318,01-005318-01-2,A1,adjective,-,,-,-
005324,01-005324-12-1,A1,verb,-,,-,-
005326,01-005326-08-1,A1,noun,-,,-,-
005340,01-005340-08-1,A1,noun,-,,-,-
005381,01-005381-05-1,A1,determiner,-,,-,-
005381,01-005381-11-2,A1,pronoun,-,,-,-
005381,01-005381-11-3,A1,pronoun,-,,-,-
005385,01-005385-11-1,A1,pronoun,-,,-,-
005386,01-005386-02-1,A1,adverb,-,,-,-
005389,01-005389-08-1,A1,noun,-,,-,-
005397,01-005397-01-1,A1,adjective,-,,-,-
005402,01-005402-08-1,A1,noun,-,,-,-
005420,01-005420-12-1,A1,verb,-,,-,-
005420,01-005420-12-2,A1,verb,-,,-,-
005468,01-005468-08-1,A1,noun,-,,-,-
005468,01-005468-08-2,A1,noun,-,,-,-
005512,01-005512-12-1,A1,verb,-,,-,-
005519,01-005519-08-1,A1,noun,-,,-,-
005526,01-005526-12-1,A1,verb,-,,-,-
005557,01-005557-12-1,A1,verb,-,,-,-
005557,01-005557-08-2,A1,noun,-,,-,-
005580,01-005580-08-1,A1,noun,-,,-,-
005608,01-005608-08-1,A1,noun,-,,-,-
005610,01-005610-12-1,A1,verb,-,,-,-
005620,01-005620-08-1,A1,noun,-,,-,-
005653,01-005653-08-1,A1,noun,-,,-,-
005665,01-005665-08-1,A1,noun,-,,-,-
005668,01-005668-08-1,A1,noun,-,,-,-
000037,01-000037-08-1,A1,noun,-,,-,-
005683,01-005683-08-1,A1,noun,-,,-,-
005739,01-005739-01-1,A1,adjective,-,,-,-
005743,01-005743-12-1,A1,verb,-,,-,-
005747,01-005747-08-1,A1,noun,-,,-,-
005765,01-005765-08-1,A1,noun,-,,-,-
005775,01-005775-12-1,A1,verb,-,,-,-
005775,01-005775-12-2,A1,verb,-,,-,-
005781,01-005781-12-1,A1,verb,-,,-,-
005784,01-005784-01-1,A1,adjective,-,,-,-
005796,01-005796-08-1,A1,noun,-,,-,-
005798,01-005798-08-1,A1,noun,-,,-,-
005799,01-005799-12-1,A1,verb,-,,-,-
005800,01-005800-08-1,A1,noun,-,,-,-
005821,01-005821-08-1,A1,noun,-,,-,-
005821,01-005821-08-2,A1,noun,-,,-,-
005822,01-005822-12-1,A1,verb,-,,-,-
005830,01-005830-09-1,A1,number,-,,-,-
005835,01-005835-08-1,A1,noun,-,,-,-
005855,01-005855-08-1,A1,noun,-,,-,-
005861,01-005861-10-1,A1,preposition,-,,-,-
005866,01-005866-06-1,A1,exclamation,-,,-,-
005863,01-005863-06-1,A1,exclamation,-,,-,-
005867,01-005867-05-1,A1,determiner,-,,-,-
005867,01-005867-05-2,A1,determiner,-,,-,-
005867,01-005867-11-3,A1,pronoun,-,,-,-
005867,01-005867-11-4,A1,pronoun,-,,-,-
005868,01-005868-05-1,A1,determiner,-,,-,-
005868,01-005868-05-2,A1,determiner,-,,-,-
005868,01-005868-05-3,A1,determiner,-,,-,-
005882,01-005882-05-1,A1,determiner,-,,-,-
005884,01-005884-11-1,A1,pronoun,-,,-,-
005887,01-005887-02-1,A1,adverb,-,,-,-
005887,01-005887-02-2,A1,adverb,-,,-,-
005894,01-005894-02-1,A1,adverb,-,,-,-
005894,01-005894-02-2,A1,adverb,-,,-,-
005899,01-005899-05-1,A1,determiner,-,,-,-
005901,01-005901-11-1,A1,pronoun,-,,-,-
005906,01-005906-08-1,A1,noun,-,,-,-
005907,01-005907-12-1,A1,verb,-,,-,-
005907,01-005907-12-2,A1,verb,-,,-,-
005912,01-005912-09-1,A1,number,-,,-,-
005914,01-005914-05-1,A1,determiner,-,,-,-
005914,01-005914-05-2,A1,determiner,-,,-,-
005914,01-005914-05-3,A1,determiner,-,,-,-
005917,01-005917-05-1,A1,determiner,-,,-,-
005927,01-005927-09-1,A1,number,-,,-,-
000040,01-000040-08-1,A1,noun,-,,-,-
005945,01-005945-08-1,A1,noun,-,,-,-
005956,01-005956-08-1,A1,noun,-,,-,-
005966,01-005966-01-1,A1,adjective,-,,-,-
005972,01-005972-10-1,A1,preposition,-,,-,-
005972,01-005972-10-2,A1,preposition,-,,-,-
005972,01-005972-10-3,A1,preposition,-,,-,-
005975,01-005975-02-1,A1,adverb,-,,-,-
005975,01-005975-08-2,A1,noun,-,,-,-
005979,01-005979-02-1,A1,adverb,-,,-,-
005980,01-005980-08-1,A1,noun,-,,-,-
005986,01-005986-08-1,A1,noun,-,,-,-
005988,01-005988-08-1,A1,noun,-,,-,-
005988,01-005988-02-2,A1,adverb,-,,-,-
005992,01-005992-02-1,A1,adverb,-,,-,-
005993,01-005993-02-1,A1,adverb,-,,-,-
005995,01-005995-08-1,A1,noun,-,,-,-
006019,01-006019-08-1,A1,noun,-,,-,-
006038,01-006038-08-1,A1,noun,-,,-,-
006064,01-006064-12-1,A1,verb,-,,-,-
006073,01-006073-08-1,A1,noun,-,,-,-
006100,01-006100-08-1,A1,noun,-,,-,-
000038,01-000038-08-1,A1,noun,-,,-,-
000041,01-000041-08-1,A1,noun,-,,-,-
000039,01-000039-08-1,A1,noun,-,,-,-
006123,01-006123-09-1,A1,number,-,,-,-
006122,01-006122-09-1,A1,number,-,,-,-
006128,01-006128-09-1,A1,number,-,,-,-
006167,01-006167-10-1,A1,preposition,-,,-,-
006178,01-006178-12-1,A1,verb,-,,-,-
006233,01-006233-08-1,A1,noun,-,,-,-
006279,01-006279-10-1,A1,preposition,-,,-,-
006290,01-006290-02-1,A1,adverb,-,,-,-
006313,01-006313-11-1,A1,pronoun,-,,-,-
006315,01-006315-12-1,A1,verb,-,,-,-
006350,01-006350-08-1,A1,noun,-,,-,-
006368,01-006368-02-1,A1,adverb,-,,-,-
006385,01-006385-08-1,A1,noun,-,,-,-
006404,01-006404-12-1,A1,verb,-,,-,-
006404,01-006404-12-2,A1,verb,-,,-,-
006433,01-006433-12-1,A1,verb,-,,-,-
006434,01-006434-08-1,A1,noun,-,,-,-
006435,01-006435-08-1,A1,noun,-,,-,-
006437,01-006437-12-1,A1,verb,-,,-,-
006440,01-006440-08-1,A1,noun,-,,-,-
006443,01-006443-12-1,A1,verb,-,,-,-
006448,01-006448-01-1,A1,adjective,-,,-,-
006455,01-006455-12-1,A1,verb,-,,-,-
006455,01-006455-12-2,A1,verb,-,,-,-
006460,01-006460-12-1,A1,verb,-,,-,-
006460,01-006460-08-2,A1,noun,-,,-,-
006461,01-006461-08-1,A1,noun,-,,-,-
006466,01-006466-11-1,A1,pronoun,-,,-,-
006473,01-006473-12-1,A1,verb,-,,-,-
006475,01-006475-08-1,A1,noun,-,,-,-
006480,01-006480-08-1,A1,noun,-,,-,-
000042,01-000042-08-1,A1,noun,-,,-,-
006483,01-006483-08-1,A1,noun,-,,-,-
006483,01-006483-08-2,A1,noun,-,,-,-
006485,01-006485-08-1,A1,noun,-,,-,-
006493,01-006493-02-1,A1,adverb,-,,-,-
006493,01-006493-01-2,A1,adjective,-,,-,-
006493,01-006493-06-3,A1,exclamation,-,,-,-
006510,01-006510-11-1,A1,pronoun,-,,-,-
006510,01-006510-05-2,A1,determiner,-,,-,-
006515,01-006515-02-1,A1,adverb,-,,-,-
006517,01-006517-02-1,A1,adverb,-,,-,-
006523,01-006523-05-1,A1,determiner,-,,-,-
006530,01-006530-01-1,A1,adjective,-,,-,-
006531,01-006531-11-1,A1,pronoun,-,,-,-
006538,01-006538-02-1,A1,adverb,-,,-,-
006547,01-006547-08-1,A1,noun,-,,-,-
006552,01-006552-07-1,A1,modal verb,-,,-,-
006558,01-006558-08-1,A1,noun,-,,-,-
006560,01-006560-08-1,A1,noun,-,,-,-
006564,01-006564-08-1,A1,noun,-,,-,-
006568,01-006568-08-1,A1,noun,-,,-,-
006577,01-006577-10-1,A1,preposition,-,,-,-
006577,01-006577-10-2,A1,preposition,-,,-,-
006587,01-006587-08-1,A1,noun,-,,-,-
006594,01-006594-08-1,A1,noun,-,,-,-
006595,01-006595-08-1,A1,noun,-,,-,-
006595,01-006595-08-2,A1,noun,-,,-,-
006595,01-006595-12-3,A1,verb,-,,-,-
006604,01-006604-08-1,A1,noun,-,,-,-
006628,01-006628-12-1,A1,verb,-,,-,-
006630,01-006630-08-1,A1,noun,-,,-,-
006632,01-006632-01-1,A1,adjective,-,,-,-
006639,01-006639-08-1,A1,noun,-,,-,-
006641,01-006641-01-1,A1,adjective,-,,-,-
006642,01-006642-02-1,A1,adverb,-,,-,-
006642,01-006642-02-2,A1,adverb,-,,-,-
006643,01-006643-02-1,A1,adverb,-,,-,-
006648,01-006648-11-1,A1,pronoun,-,,-,-
006649,01-006649-01-1,A1,adjective,-,,-,-
006651,01-006651-05-1,A1,determiner,-,,-,-
006659,01-006659-08-1,A1,noun,-,,-,-
000044,02-000044-05-1,A2,determiner,-,,-,-
000044,02-000044-05-2,A2,determiner,-,,-,-
000044,02-000044-05-3,A2,determiner,-,,-,-
000044,02-000044-05-4,A2,determiner,-,,-,-
000044,02-000044-05-5,A2,determiner,-,,-,-
000044,02-000044-05-6,A2,determiner,-,,-,-
000055,02-000055-02-1,A2,adverb,-,,-,-
000078,02-000078-08-1,A2,noun,-,,-,-
000104,02-000104-02-1,A2,adverb,-,,-,-
000104,02-000104-10-2,A2,preposition,-,,-,-
000109,02-000109-08-1,A2,noun,-,,-,-
000110,02-000110-08-1,A2,noun,-,,-,-
000112,02-000112-02-1,A2,adverb,-,,-,-
000116,02-000116-12-1,A2,verb,-,,-,-
000116,02-000116-12-2,A2,verb,-,,-,-
000128,02-000128-08-1,A2,noun,-,,-,-
000143,02-000143-01-1,A2,adjective,-,,-,-
000145,02-000145-01-1,A2,adjective,-,,-,-
000147,02-000147-08-1,A2,noun,-,,-,-
000149,02-000149-08-1,A2,noun,-,,-,-
000152,02-000152-08-1,A2,noun,-,,-,-
000154,02-000154-08-1,A2,noun,-,,-,-
000158,02-000158-08-1,A2,noun,-,,-,-
000165,02-000165-01-1,A2,adjective,-,,-,-
000166,02-000166-10-1,A2,preposition,-,,-,-
000166,02-000166-10-2,A2,preposition,-,,-,-
000166,02-000166-02-3,A2,adverb,-,,-,-
000168,02-000168-02-1,A2,adverb,-,,-,-
000169,02-000169-02-1,A2,adverb,-,,-,-
000170,02-000170-10-1,A2,preposition,-,,-,-
000170,02-000170-10-2,A2,preposition,-,,-,-
000172,02-000172-01-1,A2,adjective,-,,-,-
000180,02-000180-02-1,A2,adverb,-,,-,-
000181,02-000181-12-1,A2,verb,-,,-,-
000187,02-000187-08-1,A2,noun,-,,-,-
000187,02-000187-08-2,A2,noun,-,,-,-
000192,02-000192-08-1,A2,noun,-,,-,-
000194,02-000194-08-1,A2,noun,-,,-,-
000197,02-000197-08-1,A2,noun,-,,-,-
000197,02-000197-08-2,A2,noun,-,,-,-
000198,02-000198-08-1,A2,noun,-,,-,-
000203,02-000203-05-1,A2,determiner,-,,-,-
000203,02-000203-02-2,A2,adverb,-,,-,-
000204,02-000204-01-1,A2,adjective,-,,-,-
000204,02-000204-01-2,A2,adjective,-,,-,-
000216,02-000216-02-1,A2,adverb,-,,-,-
000217,02-000217-01-1,A2,adjective,-,,-,-
000218,02-000218-10-1,A2,preposition,-,,-,-
000223,02-000223-02-1,A2,adverb,-,,-,-
000224,02-000224-01-1,A2,adjective,-,,-,-
000224,02-000224-01-2,A2,adjective,-,,-,-
000224,02-000224-01-3,A2,adjective,-,,-,-
000234,02-000234-02-1,A2,adverb,-,,-,-
000234,02-000234-02-2,A2,adverb,-,,-,-
000238,02-000238-01-1,A2,adjective,-,,-,-
000245,02-000245-08-1,A2,noun,-,,-,-
000249,02-000249-10-1,A2,preposition,-,,-,-
000267,02-000267-04-1,A2,conjunction,-,,-,-
000272,02-000272-01-1,A2,adjective,-,,-,-
000287,02-000287-05-1,A2,determiner,-,,-,-
000287,02-000287-05-2,A2,determiner,-,,-,-
000288,02-000288-08-1,A2,noun,-,,-,-
000288,02-000288-08-2,A2,noun,-,,-,-
000288,02-000288-12-3,A2,verb,-,,-,-
000299,02-000299-11-1,A2,pronoun,-,,-,-
000302,02-000302-11-1,A2,pronoun,-,,-,-
000301,02-000301-02-1,A2,adverb,-,,-,-
000304,02-000304-02-1,A2,adverb,-,,-,-
000304,02-000304-02-2,A2,adverb,-,,-,-
000305,02-000305-02-1,A2,adverb,-,,-,-
000305,02-000305-02-2,A2,adverb,-,,-,-
000307,02-000307-08-1,A2,noun,-,,-,-
000326,02-000326-08-1,A2,noun,-,,-,-
000342,02-000342-08-1,A2,noun,-,,-,-
000348,02-000348-08-1,A2,noun,-,,-,-
000351,02-000351-10-1,A2,preposition,-,,-,-
000351,02-000351-10-2,A2,preposition,-,,-,-
000351,02-000351-02-3,A2,adverb,-,,-,-
000351,02-000351-10-4,A2,preposition,-,,-,-
000357,02-000357-12-1,A2,verb,-,,-,-
000360,02-000360-08-1,A2,noun,-,,-,-
000365,02-000365-08-1,A2,noun,-,,-,-
000367,02-000367-02-1,A2,adverb,-,,-,-
000367,02-000367-04-2,A2,conjunction,-,,-,-
000370,02-000370-12-1,A2,verb,-,,-,-
000398,02-000398-10-1,A2,preposition,-,,-,-
000417,02-000417-01-1,A2,adjective,-,,-,-
000423,02-000423-08-1,A2,noun,-,,-,-
000430,02-000430-08-1,A2,noun,-,,-,-
000432,02-000432-01-1,A2,adjective,-,,-,-
000432,02-000432-01-2,A2,adjective,-,,-,-
000440,02-000440-02-1,A2,adverb,-,,-,-
000440,02-000440-02-2,A2,adverb,-,,-,-
000442,02-000442-01-1,A2,adjective,-,,-,-
000445,02-000445-08-1,A2,noun,-,,-,-
000448,02-000448-02-1,A2,adverb,-,,-,-
000448,02-000448-08-2,A2,noun,-,,-,-
000448,02-000448-01-3,A2,adjective,-,,-,-
000460,02-000460-01-1,A2,adjective,-,,-,-
000463,02-000463-02-1,A2,adverb,-,,-,-
000463,02-000463-02-2,A2,adverb,-,,-,-
000463,02-000463-02-3,A2,adverb,-,,-,-
000464,02-000464-08-1,A2,noun,-,,-,-
000467,02-000467-12-1,A2,verb,-,,-,-
000476,02-000476-08-1,A2,noun,-,,-,-
000488,02-000488-08-1,A2,noun,-,,-,-
000488,02-000488-08-2,A2,noun,-,,-,-
000498,02-000498-08-1,A2,noun,-,,-,-
000506,02-000506-08-1,A2,noun,-,,-,-
000509,02-000509-08-1,A2,noun,-,,-,-
000512,02-000512-03-1,A2,auxiliary verb,-,,-,-
000512,02-000512-03-2,A2,auxiliary verb,-,,-,-
000516,02-000516-08-1,A2,noun,-,,-,-
000517,02-000517-08-1,A2,noun,-,,-,-
000530,02-000530-10-1,A2,preposition,-,,-,-
000530,02-000530-04-2,A2,conjunction,-,,-,-
000530,02-000530-02-3,A2,adverb,-,,-,-
000532,02-000532-12-1,A2,verb,-,,-,-
000533,02-000533-08-1,A2,noun,-,,-,-
000534,02-000534-08-1,A2,noun,-,,-,-
000539,02-000539-12-1,A2,verb,-,,-,-
000539,02-000539-12-2,A2,verb,-,,-,-
000544,02-000544-08-1,A2,noun,-,,-,-
000551,02-000551-10-1,A2,preposition,-,,-,-
000557,02-000557-02-1,A2,adverb,-,,-,-
000558,02-000558-10-1,A2,preposition,-,,-,-
000558,02-000558-10-2,A2,preposition,-,,-,-
000558,02-000558-10-3,A2,preposition,-,,-,-
000563,02-000563-08-1,A2,noun,-,,-,-
000565,02-000565-01-1,A2,adjective,-,,-,-
000566,02-000566-08-1,A2,noun,-,,-,-
000569,02-000569-08-1,A2,noun,-,,-,-
000575,02-000575-08-1,A2,noun,-,,-,-
000580,02-000580-08-1,A2,noun,-,,-,-
000584,02-000584-01-1,A2,adjective,-,,-,-
000585,02-000585-08-1,A2,noun,-,,-,-
000584,02-000584-08-1,A2,noun,-,,-,-
000591,02-000591-08-1,A2,noun,-,,-,-
000602,02-000602-01-1,A2,adjective,-,,-,-
000603,02-000603-08-1,A2,noun,-,,-,-
000606,02-000606-08-1,A2,noun,-,,-,-
000609,02-000609-08-1,A2,noun,-,,-,-
000609,02-000609-08-2,A2,noun,-,,-,-
000610,02-000610-08-1,A2,noun,-,,-,-
000613,02-000613-08-1,A2,noun,-,,-,-
000614,02-000614-12-1,A2,verb,-,,-,-
000615,02-000615-01-1,A2,adjective,-,,-,-
000625,02-000625-12-1,A2,verb,-,,-,-
000626,02-000626-08-1,A2,noun,-,,-,-
000631,02-000631-08-1,A2,noun,-,,-,-
000630,02-000630-08-1,A2,noun,-,,-,-
000633,02-000633-08-1,A2,noun,-,,-,-
000637,02-000637-12-1,A2,verb,-,,-,-
000638,02-000638-08-1,A2,noun,-,,-,-
000641,02-000641-12-1,A2,verb,-,,-,-
000643,02-000643-08-1,A2,noun,-,,-,-
000644,02-000644-08-1,A2,noun,-,,-,-
000644,02-000644-08-2,A2,noun,-,,-,-
000649,02-000649-08-1,A2,noun,-,,-,-
000650,02-000650-08-1,A2,noun,-,,-,-
000653,02-000653-08-1,A2,noun,-,,-,-
000657,02-000657-08-1,A2,noun,-,,-,-
000667,02-000667-12-1,A2,verb,-,,-,-
000667,02-000667-12-2,A2,verb,-,,-,-
000667,02-000667-08-3,A2,noun,-,,-,-
000682,02-000682-08-1,A2,noun,-,,-,-
000685,02-000685-01-1,A2,adjective,-,,-,-
000687,02-000687-01-1,A2,adjective,-,,-,-
000689,02-000689-12-1,A2,verb,-,,-,-
000698,02-000698-01-1,A2,adjective,-,,-,-
000698,02-000698-01-2,A2,adjective,-,,-,-
000702,02-000702-08-1,A2,noun,-,,-,-
000706,02-000706-08-1,A2,noun,-,,-,-
000706,02-000706-12-2,A2,verb,-,,-,-
000712,02-000712-12-1,A2,verb,-,,-,-
000714,02-000714-08-1,A2,noun,-,,-,-
000727,02-000727-08-1,A2,noun,-,,-,-
000740,02-000740-08-1,A2,noun,-,,-,-
000741,02-000741-08-1,A2,noun,-,,-,-
000742,02-000742-08-1,A2,noun,-,,-,-
000737,02-000737-08-1,A2,noun,-,,-,-
000738,02-000738-08-1,A2,noun,-,,-,-
000743,02-000743-01-1,A2,adjective,-,,-,-
000743,02-000743-01-2,A2,adjective,-,,-,-
000743,02-000743-01-3,A2,adjective,-,,-,-
000752,02-000752-10-1,A2,preposition,-,,-,-
000752,02-000752-10-2,A2,preposition,-,,-,-
000752,02-000752-10-3,A2,preposition,-,,-,-
000765,02-000765-08-1,A2,noun,-,,-,-
000767,02-000767-12-1,A2,verb,-,,-,-
000767,02-000767-08-2,A2,noun,-,,-,-
000772,02-000772-12-1,A2,verb,-,,-,-
000774,02-000774-08-1,A2,noun,-,,-,-
000777,02-000777-08-1,A2,noun,-,,-,-
000777,02-000777-07-2,A2,modal verb,-,,-,-
000787,02-000787-08-1,A2,noun,-,,-,-
000791,02-000791-08-1,A2,noun,-,,-,-
000792,02-000792-08-1,A2,noun,-,,-,-
000803,02-000803-08-1,A2,noun,-,,-,-
000803,02-000803-08-2,A2,noun,-,,-,-
000809,02-000809-01-1,A2,adjective,-,,-,-
000810,02-000810-02-1,A2,adverb,-,,-,-
000798,02-000798-08-1,A2,noun,-,,-,-
000817,02-000817-08-1,A2,noun,-,,-,-
000819,02-000819-08-1,A2,noun,-,,-,-
000821,02-000821-08-1,A2,noun,-,,-,-
000821,02-000821-08-2,A2,noun,-,,-,-
000823,02-000823-08-1,A2,noun,-,,-,-
000823,02-000823-08-2,A2,noun,-,,-,-
000824,02-000824-08-1,A2,noun,-,,-,-
000828,02-000828-08-1,A2,noun,-,,-,-
000835,02-000835-12-1,A2,verb,-,,-,-
000839,02-000839-08-1,A2,noun,-,,-,-
000846,02-000846-08-1,A2,noun,-,,-,-
000854,02-000854-08-1,A2,noun,-,,-,-
000856,02-000856-08-1,A2,noun,-,,-,-
000859,02-000859-08-1,A2,noun,-,,-,-
000859,02-000859-08-2,A2,noun,-,,-,-
000860,02-000860-08-1,A2,noun,-,,-,-
000861,02-000861-08-1,A2,noun,-,,-,-
000864,02-000864-02-1,A2,adverb,-,,-,-
000864,02-000864-02-2,A2,adverb,-,,-,-
000867,02-000867-08-1,A2,noun,-,,-,-
000871,02-000871-08-1,A2,noun,-,,-,-
000876,02-000876-12-1,A2,verb,-,,-,-
000876,02-000876-12-2,A2,verb,-,,-,-
000876,02-000876-12-3,A2,verb,-,,-,-
000876,02-000876-12-4,A2,verb,-,,-,-
000876,02-000876-08-5,A2,noun,-,,-,-
000876,02-000876-08-6,A2,noun,-,,-,-
000878,02-000878-08-1,A2,noun,-,,-,-
000893,02-000893-12-1,A2,verb,-,,-,-
000893,02-000893-12-2,A2,verb,-,,-,-
000893,02-000893-08-3,A2,noun,-,,-,-
000898,02-000898-12-1,A2,verb,-,,-,-
000909,02-000909-08-1,A2,noun,-,,-,-
000911,02-000911-08-1,A2,noun,-,,-,-
000912,02-000912-08-1,A2,noun,-,,-,-
000913,02-000913-08-1,A2,noun,-,,-,-
000915,02-000915-08-1,A2,noun,-,,-,-
000920,02-000920-08-1,A2,noun,-,,-,-
000920,02-000920-08-2,A2,noun,-,,-,-
000926,02-000926-08-1,A2,noun,-,,-,-
000939,02-000939-08-1,A2,noun,-,,-,-
000940,02-000940-08-1,A2,noun,-,,-,-
000942,02-000942-08-1,A2,noun,-,,-,-
000959,02-000959-08-1,A2,noun,-,,-,-
000964,02-000964-08-1,A2,noun,-,,-,-
000968,02-000968-08-1,A2,noun,-,,-,-
000969,02-000969-01-1,A2,adjective,-,,-,-
000969,02-000969-01-2,A2,adjective,-,,-,-
000970,02-000970-02-1,A2,adverb,-,,-,-
000970,02-000970-02-2,A2,adverb,-,,-,-
000974,02-000974-12-1,A2,verb,-,,-,-
000974,02-000974-08-2,A2,noun,-,,-,-
000979,02-000979-12-1,A2,verb,-,,-,-
000980,02-000980-08-1,A2,noun,-,,-,-
000985,02-000985-12-1,A2,verb,-,,-,-
000985,02-000985-01-2,A2,adjective,-,,-,-
000993,02-000993-08-1,A2,noun,-,,-,-
000994,02-000994-01-1,A2,adjective,-,,-,-
000996,02-000996-08-1,A2,noun,-,,-,-
000995,02-000995-08-1,A2,noun,-,,-,-
001001,02-001001-08-1,A2,noun,-,,-,-
001017,02-001017-08-1,A2,noun,-,,-,-
001018,02-001018-08-1,A2,noun,-,,-,-
001024,02-001024-08-1,A2,noun,-,,-,-
001025,02-001025-12-1,A2,verb,-,,-,-
001025,02-001025-12-2,A2,verb,-,,-,-
001028,02-001028-08-1,A2,noun,-,,-,-
001034,02-001034-08-1,A2,noun,-,,-,-
001038,02-001038-12-1,A2,verb,-,,-,-
001043,02-001043-01-1,A2,adjective,-,,-,-
001046,02-001046-08-1,A2,noun,-,,-,-
001069,02-001069-08-1,A2,noun,-,,-,-
001071,02-001071-08-1,A2,noun,-,,-,-
001079,02-001079-08-1,A2,noun,-,,-,-
001085,02-001085-12-1,A2,verb,-,,-,-
001085,02-001085-12-2,A2,verb,-,,-,-
001085,02-001085-12-3,A2,verb,-,,-,-
001119,02-001119-08-1,A2,noun,-,,-,-
001149,02-001149-06-1,A2,exclamation,-,,-,-
001190,02-001190-08-1,A2,noun,-,,-,-
001190,02-001190-12-2,A2,verb,-,,-,-
001236,02-001236-08-1,A2,noun,-,,-,-
001237,02-001237-08-1,A2,noun,-,,-,-
001239,02-001239-08-1,A2,noun,-,,-,-
001240,02-001240-06-1,A2,exclamation,-,,-,-
001240,02-001240-01-2,A2,adjective,-,,-,-
001247,02-001247-12-1,A2,verb,-,,-,-
001251,02-001251-08-1,A2,noun,-,,-,-
001255,02-001255-01-1,A2,adjective,-,,-,-
001264,02-001264-08-1,A2,noun,-,,-,-
001264,02-001264-12-2,A2,verb,-,,-,-
001270,02-001270-07-1,A2,modal verb,-,,-,-
001270,02-001270-07-2,A2,modal verb,-,,-,-
001280,02-001280-08-1,A2,noun,-,,-,-
001287,02-001287-08-1,A2,noun,-,,-,-
001291,02-001291-08-1,A2,noun,-,,-,-
001292,02-001292-12-1,A2,verb,-,,-,-
001306,02-001306-01-1,A2,adjective,-,,-,-
001307,02-001307-08-1,A2,noun,-,,-,-
001307,02-001307-08-2,A2,noun,-,,-,-
001307,02-001307-01-3,A2,adjective,-,,-,-
001319,02-001319-08-1,A2,noun,-,,-,-
001323,02-001323-08-1,A2,noun,-,,-,-
001332,02-001332-12-1,A2,verb,-,,-,-
001335,02-001335-08-1,A2,noun,-,,-,-
001336,02-001336-01-1,A2,adjective,-,,-,-
001345,02-001345-12-1,A2,verb,-,,-,-
001355,02-001355-08-1,A2,noun,-,,-,-
001366,02-001366-08-1,A2,noun,-,,-,-
001368,02-001368-08-1,A2,noun,-,,-,-
001374,02-001374-08-1,A2,noun,-,,-,-
001376,02-001376-12-1,A2,verb,-,,-,-
001381,02-001381-08-1,A2,noun,-,,-,-
001385,02-001385-01-1,A2,adjective,-,,-,-
001385,02-001385-02-2,A2,adverb,-,,-,-
001391,02-001391-08-1,A2,noun,-,,-,-
001391,02-001391-08-2,A2,noun,-,,-,-
001392,02-001392-08-1,A2,noun,-,,-,-
001394,02-001394-08-1,A2,noun,-,,-,-
001395,02-001395-01-1,A2,adjective,-,,-,-
001397,02-001397-01-1,A2,adjective,-,,-,-
001408,02-001408-08-1,A2,noun,-,,-,-
001408,02-001408-08-2,A2,noun,-,,-,-
001417,02-001417-01-1,A2,adjective,-,,-,-
001438,02-001438-12-1,A2,verb,-,,-,-
001455,02-001455-01-1,A2,adjective,-,,-,-
001475,02-001475-08-1,A2,noun,-,,-,-
001476,02-001476-12-1,A2,verb,-,,-,-
001476,02-001476-08-2,A2,noun,-,,-,-
001502,02-001502-08-1,A2,noun,-,,-,-
001507,02-001507-08-1,A2,noun,-,,-,-
001506,02-001506-08-1,A2,noun,-,,-,-
001523,02-001523-12-1,A2,verb,-,,-,-
001525,02-001525-08-1,A2,noun,-,,-,-
001539,02-001539-08-1,A2,noun,-,,-,-
001576,02-001576-08-1,A2,noun,-,,-,-
001576,02-001576-08-2,A2,noun,-,,-,-
001584,02-001584-08-1,A2,noun,-,,-,-
001593,02-001593-01-1,A2,adjective,-,,-,-
001594,02-001594-08-1,A2,noun,-,,-,-
001603,02-001603-08-1,A2,noun,-,,-,-
001605,02-001605-08-1,A2,noun,-,,-,-
001612,02-001612-08-1,A2,noun,-,,-,-
001617,02-001617-01-1,A2,adjective,-,,-,-
001638,02-001638-08-1,A2,noun,-,,-,-
001641,02-001641-08-1,A2,noun,-,,-,-
001649,02-001649-12-1,A2,verb,-,,-,-
001657,02-001657-08-1,A2,noun,-,,-,-
001657,02-001657-08-2,A2,noun,-,,-,-
001721,02-001721-12-1,A2,verb,-,,-,-
001721,02-001721-12-2,A2,verb,-,,-,-
001721,02-001721-12-3,A2,verb,-,,-,-
001724,02-001724-08-1,A2,noun,-,,-,-
001745,02-001745-01-1,A2,adjective,-,,-,-
001748,02-001748-02-1,A2,adverb,-,,-,-
001748,02-001748-10-2,A2,preposition,-,,-,-
001748,02-001748-10-3,A2,preposition,-,,-,-
001751,02-001751-12-1,A2,verb,-,,-,-
001753,02-001753-02-1,A2,adverb,-,,-,-
000012,02-000012-08-1,A2,noun,-,,-,-
001768,02-001768-08-1,A2,noun,-,,-,-
001769,02-001769-08-1,A2,noun,-,,-,-
001772,02-001772-08-1,A2,noun,-,,-,-
001772,02-001772-12-2,A2,verb,-,,-,-
001773,02-001773-12-1,A2,verb,-,,-,-
001774,02-001774-01-1,A2,adjective,-,,-,-
001776,02-001776-08-1,A2,noun,-,,-,-
001776,02-001776-12-2,A2,verb,-,,-,-
001779,02-001779-08-1,A2,noun,-,,-,-
001784,02-001784-08-1,A2,noun,-,,-,-
001786,02-001786-01-1,A2,adjective,-,,-,-
001786,02-001786-01-2,A2,adjective,-,,-,-
